                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.1027,                0.90933,                  1.215,                0.65598,                0.73651,                0.74627,                0.39825,                 1.6462,                 1.2734,                 1.5633,             0.00017036,             0.00017036,             0.00017036
                    150,                 1.1259,                0.94039,                 1.2249,                0.66152,                 0.7097,                0.73922,                0.39839,                  1.533,                 1.2673,                 1.4946,             0.00016926,             0.00016926,             0.00016926
                    151,                  1.102,                0.90837,                 1.2261,                0.65411,                0.74972,                0.75304,                0.40823,                 1.5794,                 1.2579,                 1.5188,             0.00016817,             0.00016817,             0.00016817
                    152,                 1.0898,                0.91937,                 1.2136,                0.69113,                0.72974,                0.76171,                0.42737,                 1.5703,                 1.2283,                 1.5221,             0.00016707,             0.00016707,             0.00016707
                    153,                 1.0996,                0.92157,                  1.225,                0.72854,                0.70825,                0.76577,                0.42808,                 1.5836,                 1.2119,                  1.526,             0.00016597,             0.00016597,             0.00016597
                    154,                 1.0758,                 0.9135,                 1.2182,                0.61681,                0.76389,                0.75432,                 0.4129,                  1.578,                 1.2117,                  1.535,             0.00016487,             0.00016487,             0.00016487
                    155,                 1.0751,                0.90807,                 1.2082,                0.69066,                0.67997,                0.75385,                0.41811,                 1.5484,                 1.1732,                 1.4833,             0.00016377,             0.00016377,             0.00016377
                    156,                 1.0932,                0.91337,                 1.2229,                0.72961,                0.71423,                0.77457,                 0.4307,                 1.5559,                 1.2129,                 1.5279,             0.00016267,             0.00016267,             0.00016267
                    157,                 1.0837,                 0.8922,                 1.2118,                0.69254,                0.76888,                0.78104,                0.40713,                 1.7186,                 1.2546,                 1.6226,             0.00016157,             0.00016157,             0.00016157
                    158,                 1.1041,                0.90702,                 1.2264,                0.64252,                0.75601,                0.76065,                0.41353,                  1.588,                 1.2364,                 1.5321,             0.00016047,             0.00016047,             0.00016047
                    159,                 1.1199,                0.92639,                  1.239,                0.67693,                0.74836,                0.75139,                0.43162,                 1.4986,                 1.2158,                 1.4675,             0.00015937,             0.00015937,             0.00015937
                    160,                  1.077,                0.90917,                 1.2148,                0.64494,                0.74578,                0.75927,                0.42788,                 1.5589,                 1.2057,                 1.5219,             0.00015827,             0.00015827,             0.00015827
                    161,                 1.1084,                0.91799,                 1.2277,                0.67985,                0.70721,                0.75402,                 0.4131,                 1.6216,                 1.2171,                 1.5602,             0.00015718,             0.00015718,             0.00015718
                    162,                 1.0755,                0.90662,                 1.2043,                0.62268,                0.75472,                0.76675,                0.43179,                 1.5813,                 1.2217,                 1.5296,             0.00015608,             0.00015608,             0.00015608
                    163,                 1.0931,                0.88968,                 1.2151,                 0.6972,                0.69244,                0.76532,                0.42332,                  1.542,                 1.2214,                 1.5172,             0.00015498,             0.00015498,             0.00015498
                    164,                 1.0799,                0.89031,                 1.1962,                0.67051,                0.75165,                0.77383,                0.43187,                 1.5837,                 1.2084,                 1.5413,             0.00015388,             0.00015388,             0.00015388
                    165,                 1.0465,                0.84446,                 1.1819,                0.75591,                0.66915,                0.76901,                0.44178,                 1.5909,                 1.2006,                 1.5408,             0.00015278,             0.00015278,             0.00015278
                    166,                 1.0593,                0.88482,                 1.2019,                0.66161,                0.74059,                0.74418,                0.42123,                 1.5378,                 1.2135,                 1.5033,             0.00015168,             0.00015168,             0.00015168
                    167,                 1.0647,                0.86358,                  1.193,                0.68251,                0.69449,                0.73287,                0.40819,                 1.5676,                 1.2511,                 1.5432,             0.00015058,             0.00015058,             0.00015058
                    168,                 1.0819,                 0.9054,                 1.2293,                0.64829,                0.67924,                0.71984,                0.38579,                 1.6453,                 1.2188,                  1.596,             0.00014948,             0.00014948,             0.00014948
                    169,                 1.0608,                0.86343,                 1.2041,                0.73904,                0.66153,                0.74384,                0.41187,                  1.606,                 1.1854,                 1.5674,             0.00014838,             0.00014838,             0.00014838
                    170,                 1.0594,                0.87138,                 1.1999,                 0.6867,                0.65986,                0.73465,                0.41595,                  1.574,                 1.2523,                 1.5305,             0.00014729,             0.00014729,             0.00014729
                    171,                 1.0742,                0.88532,                 1.2092,                0.61546,                0.74646,                0.75006,                0.41936,                 1.5673,                 1.2418,                 1.5302,             0.00014619,             0.00014619,             0.00014619
                    172,                 1.0816,                0.90817,                 1.2117,                0.67733,                 0.7019,                0.74535,                0.39056,                 1.6326,                 1.2584,                 1.5884,             0.00014509,             0.00014509,             0.00014509
                    173,                 1.0626,                0.87016,                 1.1885,                0.72838,                0.65058,                0.76033,                0.42878,                 1.5664,                 1.2016,                 1.5426,             0.00014399,             0.00014399,             0.00014399
                    174,                 1.0535,                 0.8613,                 1.1966,                0.71936,                0.65229,                0.74488,                0.40856,                 1.6555,                 1.2443,                 1.5908,             0.00014289,             0.00014289,             0.00014289
                    175,                 1.0738,                0.88287,                 1.2058,                0.69097,                 0.7075,                0.76781,                0.42239,                 1.5865,                 1.2029,                 1.5521,             0.00014179,             0.00014179,             0.00014179
                    176,                 1.0605,                0.86558,                 1.1918,                0.63194,                0.76028,                  0.759,                0.42599,                 1.5625,                 1.1998,                 1.5316,             0.00014069,             0.00014069,             0.00014069
                    177,                 1.0682,                0.87945,                  1.216,                0.70579,                0.72431,                0.76905,                0.43861,                 1.5365,                 1.1902,                 1.5185,             0.00013959,             0.00013959,             0.00013959
                    178,                 1.0727,                0.85438,                 1.1977,                0.70539,                0.72593,                0.76684,                0.43637,                 1.5096,                 1.2041,                 1.4847,             0.00013849,             0.00013849,             0.00013849
                    179,                 1.0373,                0.86019,                  1.198,                0.72604,                0.63761,                0.73726,                0.41913,                 1.5653,                 1.1931,                 1.5291,              0.0001374,              0.0001374,              0.0001374
                    180,                 1.0559,                0.85928,                 1.1839,                0.66201,                0.68258,                0.73144,                0.40157,                 1.6024,                 1.2259,                 1.5625,              0.0001363,              0.0001363,              0.0001363
                    181,                 1.0766,                0.86863,                 1.2063,                0.71472,                0.66753,                0.74167,                0.42581,                 1.5082,                 1.2051,                 1.4819,              0.0001352,              0.0001352,              0.0001352
                    182,                 1.0774,                0.86354,                 1.1993,                0.63968,                0.71802,                0.74008,                0.42231,                 1.5686,                 1.2736,                 1.5121,              0.0001341,              0.0001341,              0.0001341
                    183,                 1.0356,                0.86761,                 1.1872,                0.70837,                0.70428,                 0.7521,                0.41783,                 1.5872,                 1.2139,                  1.517,               0.000133,               0.000133,               0.000133
                    184,                 1.0294,                0.85118,                 1.1843,                0.69086,                0.70454,                0.75178,                0.41901,                 1.5378,                 1.1741,                 1.5199,              0.0001319,              0.0001319,              0.0001319
                    185,                 1.0276,                0.83206,                 1.1827,                0.67941,                0.72442,                0.75813,                0.43095,                 1.5638,                 1.1802,                 1.5495,              0.0001308,              0.0001308,              0.0001308
                    186,                 1.0397,                0.84325,                 1.1965,                0.74364,                 0.7103,                0.77182,                 0.4412,                 1.5933,                 1.1786,                 1.5617,              0.0001297,              0.0001297,              0.0001297
                    187,                 1.0269,                0.82451,                 1.1803,                0.68875,                0.75205,                0.77787,                0.43886,                  1.543,                  1.191,                 1.5024,              0.0001286,              0.0001286,              0.0001286
                    188,                 1.0477,                0.85278,                 1.1904,                0.68097,                0.78361,                0.79658,                0.45025,                 1.5309,                 1.1734,                  1.496,             0.00012751,             0.00012751,             0.00012751
                    189,                 1.0382,                0.83162,                 1.1783,                0.74561,                0.73161,                0.78833,                0.44913,                 1.4944,                 1.1905,                 1.4747,             0.00012641,             0.00012641,             0.00012641
                    190,                 1.0455,                 0.8608,                 1.1837,                0.71934,                0.73344,                0.77327,                0.41818,                 1.6108,                 1.2119,                 1.5476,             0.00012531,             0.00012531,             0.00012531
                    191,                 1.0469,                0.84534,                 1.1764,                0.68884,                0.69662,                0.73481,                0.41441,                 1.5219,                 1.1969,                 1.5101,             0.00012421,             0.00012421,             0.00012421
                    192,                 1.0266,                0.83396,                 1.1732,                0.66005,                0.70054,                0.73373,                0.40545,                 1.5974,                 1.2163,                 1.5498,             0.00012311,             0.00012311,             0.00012311
                    193,                 1.0197,                0.82796,                 1.1752,                0.65963,                 0.7199,                0.73007,                0.40526,                 1.5414,                 1.1863,                 1.5166,             0.00012201,             0.00012201,             0.00012201
                    194,                 1.0551,                0.84889,                 1.1925,                0.73011,                0.73137,                0.77203,                0.42948,                 1.5424,                 1.1718,                 1.5147,             0.00012091,             0.00012091,             0.00012091
                    195,                 1.0532,                0.83456,                 1.1825,                0.70284,                0.75913,                0.78104,                0.42498,                 1.6045,                  1.135,                  1.557,             0.00011981,             0.00011981,             0.00011981
                    196,                 1.0455,                0.84032,                 1.1907,                 0.6479,                0.76803,                0.74912,                0.42058,                 1.5395,                 1.1664,                 1.5325,             0.00011871,             0.00011871,             0.00011871
                    197,                 1.0272,                0.84086,                 1.1788,                0.63256,                0.74472,                0.74307,                0.41503,                 1.5308,                 1.1827,                  1.508,             0.00011762,             0.00011762,             0.00011762
                    198,                 1.0263,                0.83528,                  1.178,                0.66217,                0.70771,                0.74549,                0.41766,                 1.5373,                 1.2138,                 1.5455,             0.00011652,             0.00011652,             0.00011652
                    199,                 1.0454,                0.85892,                 1.2022,                0.65888,                0.70816,                0.74874,                0.41972,                 1.5218,                 1.2022,                 1.5108,             0.00011542,             0.00011542,             0.00011542
                    200,                  1.001,                0.82236,                 1.1717,                0.70542,                0.72209,                0.75708,                0.41591,                 1.6075,                 1.1977,                 1.5798,             0.00011432,             0.00011432,             0.00011432
                    201,                 1.0178,                0.82993,                 1.1727,                0.68743,                0.73232,                0.76421,                0.43033,                 1.5186,                 1.1815,                 1.5118,             0.00011322,             0.00011322,             0.00011322
                    202,                 1.0138,                0.81356,                 1.1627,                0.70482,                0.71012,                0.75252,                0.42191,                 1.5763,                 1.1818,                 1.5557,             0.00011212,             0.00011212,             0.00011212
                    203,                 1.0248,                0.82737,                 1.1689,                0.70864,                0.68395,                0.74311,                0.42005,                 1.5743,                 1.1861,                 1.5301,             0.00011102,             0.00011102,             0.00011102
                    204,                 1.0185,                0.81933,                 1.1678,                0.71304,                0.69314,                0.74554,                0.43116,                 1.4777,                 1.1639,                 1.4787,             0.00010992,             0.00010992,             0.00010992
                    205,                 1.0147,                0.80866,                 1.1812,                0.70599,                0.67173,                 0.7351,                0.42151,                 1.5527,                 1.1795,                 1.5181,             0.00010882,             0.00010882,             0.00010882
                    206,                 1.0206,                0.82851,                 1.1822,                0.73857,                0.70495,                0.77235,                0.45037,                 1.4974,                 1.1603,                 1.4739,             0.00010773,             0.00010773,             0.00010773
                    207,                 1.0025,                0.82019,                 1.1806,                0.71957,                0.70162,                0.76637,                0.44797,                 1.5126,                 1.1595,                 1.4935,             0.00010663,             0.00010663,             0.00010663
                    208,                 1.0088,                0.82335,                 1.1679,                0.72584,                0.72216,                0.77542,                0.43671,                 1.5471,                 1.1402,                 1.5049,             0.00010553,             0.00010553,             0.00010553
                    209,                0.98623,                0.79356,                 1.1637,                0.65168,                0.76448,                 0.7645,                0.43752,                  1.517,                 1.1552,                 1.5072,             0.00010443,             0.00010443,             0.00010443
                    210,                0.99535,                0.79846,                 1.1576,                0.69838,                0.72132,                 0.7722,                0.44023,                 1.5301,                  1.129,                 1.5125,             0.00010333,             0.00010333,             0.00010333
                    211,                 1.0192,                0.82666,                 1.1787,                0.69631,                0.74678,                0.78172,                0.43475,                 1.5914,                 1.1569,                 1.5473,             0.00010223,             0.00010223,             0.00010223
                    212,                 1.0089,                0.81441,                 1.1668,                0.71528,                 0.7419,                0.79496,                0.45291,                 1.5212,                 1.1197,                 1.5003,             0.00010113,             0.00010113,             0.00010113
                    213,                 1.0156,                0.81248,                 1.1605,                0.72315,                0.71444,                0.75735,                0.42696,                 1.5198,                 1.1577,                  1.516,             0.00010003,             0.00010003,             0.00010003
                    214,                0.98254,                0.80154,                 1.1599,                0.71328,                0.74935,                0.76475,                0.43408,                 1.5063,                 1.1641,                 1.5026,             9.8934e-05,             9.8934e-05,             9.8934e-05
                    215,                 1.0255,                0.81633,                 1.1777,                0.69391,                0.73923,                0.76524,                0.43736,                 1.4658,                 1.1481,                 1.4702,             9.7835e-05,             9.7835e-05,             9.7835e-05
                    216,                 1.0074,                0.80456,                 1.1726,                0.68766,                0.74138,                0.77076,                0.42726,                 1.5974,                 1.1444,                 1.5392,             9.6736e-05,             9.6736e-05,             9.6736e-05
                    217,                 1.0089,                0.83786,                 1.1665,                0.68464,                0.79172,                0.78157,                0.44535,                 1.4952,                 1.1158,                 1.4771,             9.5638e-05,             9.5638e-05,             9.5638e-05
                    218,                0.99813,                0.79788,                 1.1576,                0.71695,                0.73683,                0.77745,                0.44398,                 1.5079,                 1.1267,                 1.4889,             9.4539e-05,             9.4539e-05,             9.4539e-05
                    219,                0.98423,                 0.7764,                 1.1559,                0.75229,                 0.6884,                0.76404,                0.42603,                 1.5234,                  1.143,                 1.4991,              9.344e-05,              9.344e-05,              9.344e-05
                    220,                0.98487,                0.79979,                 1.1568,                0.71591,                0.73326,                0.76782,                0.41417,                 1.5909,                  1.153,                 1.5537,             9.2341e-05,             9.2341e-05,             9.2341e-05
                    221,                 1.0021,                0.81955,                 1.1643,                0.67316,                0.76456,                0.75973,                 0.4302,                 1.5167,                  1.141,                 1.5015,             9.1242e-05,             9.1242e-05,             9.1242e-05
                    222,                0.99404,                0.78521,                 1.1682,                0.72235,                0.71969,                0.76543,                0.42278,                 1.5383,                 1.1831,                 1.5043,             9.0143e-05,             9.0143e-05,             9.0143e-05
                    223,                0.97484,                0.79263,                 1.1433,                0.70473,                0.69152,                0.74401,                0.41566,                 1.5617,                   1.18,                 1.5294,             8.9044e-05,             8.9044e-05,             8.9044e-05
                    224,                 1.0056,                0.80081,                 1.1559,                0.67831,                0.73214,                0.74061,                0.42342,                 1.5108,                   1.17,                 1.5026,             8.7945e-05,             8.7945e-05,             8.7945e-05
                    225,                0.99353,                0.80232,                 1.1635,                0.74573,                 0.7083,                0.75405,                0.41793,                 1.5698,                 1.1692,                 1.5622,             8.6846e-05,             8.6846e-05,             8.6846e-05
                    226,                 1.0015,                0.78226,                 1.1579,                 0.6972,                0.71014,                0.73873,                0.42041,                 1.5604,                 1.1513,                 1.5426,             8.5748e-05,             8.5748e-05,             8.5748e-05
                    227,                 1.0053,                0.80027,                 1.1658,                0.70715,                0.73678,                0.76507,                0.43429,                 1.5775,                  1.151,                 1.5645,             8.4649e-05,             8.4649e-05,             8.4649e-05
                    228,                0.98488,                0.76085,                 1.1551,                0.68985,                0.72715,                 0.7528,                0.41188,                 1.6112,                 1.1515,                 1.5717,              8.355e-05,              8.355e-05,              8.355e-05
                    229,                0.99891,                 0.7944,                  1.166,                0.69594,                0.70773,                0.74579,                0.41983,                 1.5883,                 1.1663,                 1.5572,             8.2451e-05,             8.2451e-05,             8.2451e-05
                    230,                0.99008,                0.78748,                 1.1596,                0.75395,                0.69523,                0.76271,                0.43414,                  1.565,                 1.1446,                 1.5346,             8.1352e-05,             8.1352e-05,             8.1352e-05
                    231,                 0.9782,                0.78149,                 1.1569,                0.74595,                0.69775,                0.77001,                0.43505,                 1.5757,                 1.1503,                 1.5568,             8.0253e-05,             8.0253e-05,             8.0253e-05
                    232,                 1.0046,                0.80774,                 1.1809,                0.71712,                0.73198,                0.77673,                 0.4451,                 1.5378,                 1.1183,                 1.5306,             7.9154e-05,             7.9154e-05,             7.9154e-05
                    233,                0.96285,                0.77773,                 1.1524,                0.70422,                0.71514,                0.77075,                0.42873,                 1.6001,                  1.146,                 1.5496,             7.8055e-05,             7.8055e-05,             7.8055e-05
                    234,                0.97682,                0.77582,                 1.1434,                0.73099,                0.71831,                 0.7602,                0.42265,                   1.56,                 1.1561,                 1.5394,             7.6956e-05,             7.6956e-05,             7.6956e-05
                    235,                0.97875,                 0.7714,                 1.1432,                0.71711,                0.74269,                0.76897,                0.42943,                 1.5767,                 1.1494,                  1.551,             7.5857e-05,             7.5857e-05,             7.5857e-05
                    236,                0.96063,                0.76957,                 1.1476,                0.72599,                0.71427,                0.75457,                0.43657,                 1.5204,                 1.1365,                 1.5258,             7.4758e-05,             7.4758e-05,             7.4758e-05
                    237,                 0.9806,                0.77858,                 1.1601,                0.73867,                0.68618,                 0.7506,                0.42333,                 1.5569,                 1.1331,                  1.551,              7.366e-05,              7.366e-05,              7.366e-05
                    238,                0.98076,                0.77419,                 1.1419,                0.76108,                0.68987,                  0.769,                0.43801,                 1.4736,                 1.1337,                 1.4939,             7.2561e-05,             7.2561e-05,             7.2561e-05
                    239,                0.99614,                0.78402,                  1.163,                0.70158,                0.73887,                0.77997,                0.43296,                 1.5817,                 1.1546,                  1.549,             7.1462e-05,             7.1462e-05,             7.1462e-05
                    240,                0.96891,                0.77088,                 1.1427,                0.66198,                0.73162,                0.75851,                0.43659,                 1.5259,                  1.168,                 1.5022,             7.0363e-05,             7.0363e-05,             7.0363e-05
                    241,                0.98617,                0.80004,                 1.1457,                0.67109,                0.76319,                0.76441,                0.42649,                 1.5997,                 1.1508,                 1.5482,             6.9264e-05,             6.9264e-05,             6.9264e-05
                    242,                0.97319,                0.78086,                 1.1506,                 0.6417,                0.73954,                0.74806,                0.43306,                  1.541,                  1.174,                 1.5301,             6.8165e-05,             6.8165e-05,             6.8165e-05
                    243,                 0.9707,                0.78763,                 1.1531,                0.69062,                0.76538,                0.76756,                0.42366,                 1.5777,                 1.1482,                 1.5585,             6.7066e-05,             6.7066e-05,             6.7066e-05
                    244,                0.96212,                0.76628,                 1.1405,                0.73293,                0.75352,                0.77238,                0.42142,                 1.6078,                 1.1331,                  1.573,             6.5967e-05,             6.5967e-05,             6.5967e-05
                    245,                0.95352,                0.75928,                 1.1441,                0.71384,                0.73844,                0.76258,                0.41988,                 1.6042,                 1.1636,                 1.5607,             6.4868e-05,             6.4868e-05,             6.4868e-05
                    246,                0.97679,                 0.7938,                 1.1574,                0.71826,                0.75661,                0.77171,                 0.4275,                 1.5782,                 1.1572,                 1.5609,              6.377e-05,              6.377e-05,              6.377e-05
                    247,                0.95561,                0.75687,                 1.1461,                0.73042,                0.74276,                0.77425,                0.43667,                 1.5375,                 1.1421,                 1.5174,             6.2671e-05,             6.2671e-05,             6.2671e-05
                    248,                0.96267,                0.76112,                 1.1339,                0.72526,                0.73569,                0.77596,                0.44249,                 1.5272,                 1.1146,                 1.5138,             6.1572e-05,             6.1572e-05,             6.1572e-05
                    249,                0.96723,                0.75756,                 1.1439,                0.72753,                0.69416,                0.76401,                 0.4444,                 1.5102,                 1.1138,                 1.5152,             6.0473e-05,             6.0473e-05,             6.0473e-05
                    250,                0.94238,                0.75177,                 1.1303,                0.71403,                 0.6968,                0.76129,                0.44939,                 1.5168,                 1.1164,                 1.5098,             5.9374e-05,             5.9374e-05,             5.9374e-05
                    251,                0.95627,                0.74922,                 1.1272,                0.73094,                0.73665,                0.76929,                0.45436,                 1.4909,                 1.1097,                 1.4955,             5.8275e-05,             5.8275e-05,             5.8275e-05
                    252,                0.96078,                0.76816,                 1.1402,                0.69602,                0.74652,                0.74788,                0.43365,                 1.5024,                   1.11,                 1.5204,             5.7176e-05,             5.7176e-05,             5.7176e-05
                    253,                0.94639,                0.75855,                 1.1391,                0.72305,                0.72477,                0.75712,                0.44178,                 1.5067,                  1.129,                 1.5228,             5.6077e-05,             5.6077e-05,             5.6077e-05
                    254,                0.95169,                0.75665,                 1.1417,                0.71021,                0.74879,                 0.7635,                0.45055,                 1.5077,                 1.1038,                  1.512,             5.4978e-05,             5.4978e-05,             5.4978e-05
                    255,                0.98783,                0.79098,                 1.1472,                0.70344,                0.75372,                0.76737,                0.44438,                 1.5291,                 1.1084,                 1.5245,             5.3879e-05,             5.3879e-05,             5.3879e-05
                    256,                0.95487,                0.76697,                 1.1495,                0.67393,                0.74458,                0.75859,                0.43976,                 1.5368,                 1.1072,                  1.517,             5.2781e-05,             5.2781e-05,             5.2781e-05
                    257,                0.96099,                0.77193,                 1.1553,                0.68558,                0.74682,                0.76612,                0.44581,                 1.5079,                  1.121,                 1.4999,             5.1682e-05,             5.1682e-05,             5.1682e-05
                    258,                0.96935,                0.77352,                 1.1494,                0.69981,                0.71012,                0.75462,                0.43526,                 1.5784,                 1.1288,                 1.5356,             5.0583e-05,             5.0583e-05,             5.0583e-05
                    259,                0.97063,                0.76212,                 1.1402,                0.71423,                0.72351,                0.76589,                0.45705,                 1.4597,                 1.1044,                 1.4661,             4.9484e-05,             4.9484e-05,             4.9484e-05
                    260,                0.93196,                0.76414,                 1.1231,                0.72905,                0.74222,                0.78198,                0.43987,                 1.5709,                 1.1134,                 1.5266,             4.8385e-05,             4.8385e-05,             4.8385e-05
                    261,                0.96104,                0.75708,                 1.1364,                0.69429,                0.76475,                0.77679,                0.45635,                 1.4814,                 1.1034,                 1.4855,             4.7286e-05,             4.7286e-05,             4.7286e-05
                    262,                0.95764,                0.75283,                 1.1527,                0.70719,                 0.7308,                0.77854,                0.44107,                 1.5708,                  1.119,                 1.5374,             4.6187e-05,             4.6187e-05,             4.6187e-05
                    263,                0.94048,                0.74347,                  1.131,                0.72242,                0.72151,                0.77959,                0.45118,                 1.5096,                 1.1017,                 1.5011,             4.5088e-05,             4.5088e-05,             4.5088e-05
                    264,                0.93227,                0.74568,                 1.1232,                0.75997,                0.70245,                0.78587,                0.44273,                 1.5475,                 1.1034,                 1.5289,             4.3989e-05,             4.3989e-05,             4.3989e-05
                    265,                0.96791,                0.75678,                 1.1474,                0.68787,                0.74901,                0.77557,                0.43997,                 1.5325,                 1.1173,                 1.5233,              4.289e-05,              4.289e-05,              4.289e-05
                    266,                0.93698,                0.74196,                 1.1322,                0.74392,                0.71531,                0.77854,                0.44676,                 1.5533,                 1.1081,                 1.5446,             4.1792e-05,             4.1792e-05,             4.1792e-05
                    267,                0.94395,                0.75365,                  1.137,                0.73801,                0.74433,                0.78615,                0.45033,                 1.5236,                 1.1126,                 1.5299,             4.0693e-05,             4.0693e-05,             4.0693e-05
                    268,                 0.9413,                0.75206,                 1.1363,                0.71411,                0.74989,                0.79736,                 0.4615,                  1.532,                 1.1048,                 1.5255,             3.9594e-05,             3.9594e-05,             3.9594e-05
                    269,                0.94177,                0.75728,                 1.1337,                0.73854,                 0.7499,                0.79583,                0.45501,                  1.522,                 1.1237,                 1.5265,             3.8495e-05,             3.8495e-05,             3.8495e-05
                    270,                0.93988,                 0.7595,                  1.138,                0.70489,                0.74814,                0.78609,                0.44498,                 1.5275,                 1.1389,                 1.5265,             3.7396e-05,             3.7396e-05,             3.7396e-05
                    271,                 0.9246,                0.72456,                 1.1276,                0.72533,                0.70988,                0.77267,                0.43998,                 1.5341,                 1.1294,                 1.5335,             3.6297e-05,             3.6297e-05,             3.6297e-05
                    272,                0.94584,                0.73605,                 1.1347,                0.72803,                0.72499,                0.77793,                 0.4352,                  1.547,                 1.1312,                 1.5418,             3.5198e-05,             3.5198e-05,             3.5198e-05
                    273,                0.95258,                0.76394,                 1.1453,                0.73866,                0.71751,                 0.7828,                0.43436,                 1.5763,                 1.1331,                 1.5573,             3.4099e-05,             3.4099e-05,             3.4099e-05
                    274,                0.91029,                0.73048,                 1.1198,                0.71022,                0.72008,                0.77603,                 0.4545,                  1.493,                 1.1202,                 1.5036,                3.3e-05,                3.3e-05,                3.3e-05
                    275,                0.98121,                0.76205,                 1.1531,                 0.7423,                0.71846,                0.78397,                0.44526,                   1.56,                  1.109,                 1.5438,             3.1901e-05,             3.1901e-05,             3.1901e-05
                    276,                0.93693,                0.73055,                 1.1266,                0.75671,                0.71292,                0.77315,                0.43605,                 1.5578,                 1.1031,                 1.5415,             3.0803e-05,             3.0803e-05,             3.0803e-05
                    277,                0.93525,                0.73465,                 1.1294,                0.73911,                0.72092,                0.78286,                0.45022,                 1.4867,                 1.0946,                 1.5004,             2.9704e-05,             2.9704e-05,             2.9704e-05
                    278,                0.93783,                0.73642,                 1.1254,                 0.7687,                 0.7109,                0.78616,                0.44585,                 1.5366,                 1.0943,                 1.5257,             2.8605e-05,             2.8605e-05,             2.8605e-05
                    279,                 0.9381,                0.73685,                 1.1333,                0.76488,                 0.7375,                0.79607,                0.45247,                 1.5183,                  1.087,                 1.5075,             2.7506e-05,             2.7506e-05,             2.7506e-05
                    280,                0.93581,                0.75388,                 1.1298,                0.76208,                 0.7166,                0.79252,                0.44364,                 1.5352,                   1.08,                 1.5178,             2.6407e-05,             2.6407e-05,             2.6407e-05
                    281,                0.93798,                0.74003,                 1.1212,                0.72839,                0.73219,                0.78794,                0.44633,                 1.5296,                 1.0836,                 1.5097,             2.5308e-05,             2.5308e-05,             2.5308e-05
                    282,                0.92932,                0.73605,                 1.1231,                0.76639,                 0.7133,                0.79485,                0.45177,                 1.5009,                 1.0847,                  1.499,             2.4209e-05,             2.4209e-05,             2.4209e-05
                    283,                0.91743,                0.73547,                 1.1262,                 0.7572,                0.71705,                0.79505,                0.44827,                 1.5039,                 1.0916,                 1.5077,              2.311e-05,              2.311e-05,              2.311e-05
                    284,                0.92936,                0.74167,                 1.1323,                0.72524,                0.73981,                0.77921,                0.44296,                 1.5056,                  1.081,                 1.5033,             2.2011e-05,             2.2011e-05,             2.2011e-05
                    285,                0.93474,                0.72405,                 1.1293,                0.75696,                0.71387,                0.78922,                0.44881,                 1.5275,                  1.093,                 1.5179,             2.0912e-05,             2.0912e-05,             2.0912e-05
                    286,                0.91986,                0.72485,                 1.1232,                0.75204,                0.71283,                0.78312,                0.44989,                 1.5093,                 1.0942,                 1.5085,             1.9814e-05,             1.9814e-05,             1.9814e-05
                    287,                  0.921,                0.72025,                 1.1192,                0.72654,                0.75887,                0.79151,                0.45419,                 1.5046,                 1.0914,                  1.507,             1.8715e-05,             1.8715e-05,             1.8715e-05
                    288,                0.94396,                0.74595,                 1.1339,                0.76186,                0.71821,                0.79437,                0.44475,                 1.5336,                 1.0955,                   1.52,             1.7616e-05,             1.7616e-05,             1.7616e-05
                    289,                 0.9193,                0.74181,                 1.1192,                0.77366,                 0.7311,                0.79747,                0.44847,                 1.5385,                 1.0912,                 1.5148,             1.6517e-05,             1.6517e-05,             1.6517e-05
                    290,                  0.908,                0.71861,                 1.1147,                0.77363,                0.73087,                0.79794,                0.45429,                 1.5006,                 1.0902,                 1.4949,             1.5418e-05,             1.5418e-05,             1.5418e-05
                    291,                0.88912,                0.63656,                 1.1268,                0.72717,                 0.7787,                0.80859,                0.45569,                 1.5314,                 1.1359,                 1.5392,             1.4319e-05,             1.4319e-05,             1.4319e-05
                    292,                0.89133,                0.63577,                 1.1245,                0.76289,                0.74205,                0.80285,                0.44318,                 1.5689,                 1.1375,                 1.5652,              1.322e-05,              1.322e-05,              1.322e-05
                    293,                 0.8852,                 0.6279,                 1.1194,                0.75054,                  0.762,                0.80874,                0.44526,                 1.5555,                 1.1304,                 1.5479,             1.2121e-05,             1.2121e-05,             1.2121e-05
                    294,                0.86162,                0.61588,                 1.1159,                0.74065,                0.76341,                0.80401,                0.45333,                 1.5223,                 1.1286,                 1.5271,             1.1022e-05,             1.1022e-05,             1.1022e-05
                    295,                0.85621,                 0.6066,                 1.1087,                0.72138,                0.76484,                0.80394,                0.45463,                 1.5336,                 1.1275,                 1.5352,             9.9234e-06,             9.9234e-06,             9.9234e-06
                    296,                0.87931,                0.62997,                 1.1199,                0.74012,                0.76782,                0.80109,                0.44976,                 1.5424,                 1.1307,                 1.5451,             8.8245e-06,             8.8245e-06,             8.8245e-06
                    297,                0.88566,                0.64019,                 1.1248,                0.70913,                0.77159,                0.80145,                 0.4496,                 1.5245,                 1.1396,                  1.542,             7.7256e-06,             7.7256e-06,             7.7256e-06
